price,property_type,bedrooms,bathrooms,total_rooms,living_area,land_area,construction_year,neighborhood,city,climatisation,parabole_tv,pool,handicapped_access,parking,garage,garden,fireplace,interphone,terrace,electric_heating,elevator,alarm_system,internet_access,sea_view,furnished,central_heating,kitchen_equipped
145.0,Appartement,2,1,3,110.0,110.0,2016.0,Sidi Hassine,Tunis,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
345500.0,Appartement,2,1,3,97.8,115.03,2020.0,Monastir,Monastir,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
324450.0,Appartement,2,1,3,91.0,91.0,2008.0,Monastir,Monastir,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
314062.0,Appartement,2,1,3,95.68,95.68,2019.0,Monastir,Monastir,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0
259804.0,Appartement,1,1,1,79.15,79.15,2019.0,Monastir,Monastir,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
259738.0,Appartement,1,1,2,79.13,79.13,2019.0,Monastir,Monastir,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
241585.0,Appartement,1,1,2,73.6,73.6,2019.0,Monastir,Monastir,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
195700.0,Appartement,2,1,3,95.0,95.0,2010.0,Monastir,Monastir,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
410000.0,Appartement,3,2,4,145.0,0.0,2019.0,Sousse Médina,Sousse,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0
265000.0,Appartement,,,,0.0,0.0,,Nabeul,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128700.0,Appartement,2,,3,99.0,0.0,,Sousse Riadh,Sousse,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
120.0,Appartement,2,1,,85.0,85.0,,Sousse Médina,Sousse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.0,Appartement,3,1,4,110.0,0.0,,Manouba Ville,Manouba,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
290000.0,Appartement,,,,85.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300000.0,Appartement,4,1,5,128.0,128.0,,Le Bardo,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240000.0,Appartement,,,,0.0,0.0,,Le Bardo,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120.0,Appartement,1,1,2,55.0,60.0,2018.0,Sousse Jawhara,Sousse,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
480000.0,Appartement,3,3,4,134.0,0.0,,Hammamet,Nabeul,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0
280000.0,Appartement,3,1,5,120.0,120.0,,Le Bardo,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250000.0,Appartement,2,2,3,117.0,0.0,,La Soukra,Ariana,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0
197.0,Appartement,3,1,4,120.0,0.0,,Mornag,Ben Arous,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1
133.0,Appartement,1,1,1,83.0,0.0,,Mornag,Ben Arous,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
310000.0,Appartement,4,1,4,151.0,0.0,2014.0,La Soukra,Ariana,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
850000.0,Appartement,,,,0.0,0.0,,Carthage,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220000.0,Appartement,1,1,2,62.0,0.0,,Hammamet,Nabeul,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0
200000.0,Appartement,2,1,3,91.0,5.0,2010.0,Hammam Sousse,Sousse,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1
140000.0,Appartement,,3,4,112.0,0.0,1.0,Sfax Ville,Sfax,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
140000.0,Appartement,1,1,2,66.0,0.0,,Mahdia,Mahdia,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
390.0,Appartement,3,1,,0.0,0.0,,Menzah,Ariana,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
580000.0,Appartement,3,2,5,204.0,0.0,,Kantaoui,Sousse,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
370000.0,Appartement,2,2,,136.0,0.0,,Kantaoui,Sousse,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
165000.0,Appartement,,,,0.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155000.0,Appartement,2,1,3,75.0,75.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90000.0,Appartement,2,1,3,80.0,100.0,,Oued Ellil,Manouba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125000.0,Appartement,2,1,3,70.0,70.0,,Le Bardo,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410000.0,Appartement,,,,0.0,0.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270000.0,Appartement,2,1,3,120.0,120.0,,Menzah,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270000.0,Appartement,,,,0.0,0.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
275000.0,Appartement,2,1,3,115.0,115.0,,Menzah,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290000.0,Appartement,3,1,5,151.0,0.0,,Ennasr,Ariana,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
700000.0,Appartement,10+,6+,10+,220.0,220000.0,,La Marsa,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94000.0,Appartement,4,1,4,120.0,0.0,,Route Soukra,Sfax,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0
280000.0,Appartement,3,1,,120.0,120.0,,Ariana Ville,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185000.0,Appartement,2,1,,100.0,0.0,,Béni Khiar,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
215000.0,Appartement,3,2,4,83.0,0.0,,Ariana Ville,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
465000.0,Appartement,4,,3,121.79,0.0,,Mahdia,Mahdia,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
238000.0,Appartement,2,,2,82.24,0.0,,Mahdia,Mahdia,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1
800000.0,Appartement,10+,4,10+,620.0,620.0,2010.0,L'aouina,Tunis,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
175000.0,Appartement,1,1,1,70.0,70.0,2010.0,Menzah,Ariana,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
155000.0,Appartement,2,,3,100.0,0.0,,Sousse Médina,Sousse,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
167000.0,Appartement,1,1,2,68.5,0.0,2016.0,Mrezga,Nabeul,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0
175000.0,Appartement,2,1,,115.0,115.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145000.0,Appartement,1,1,2,79.0,79.0,,L'aouina,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700000.0,Appartement,2,,,145.0,0.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295000.0,Appartement,2,,1,95.0,0.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175000.0,Appartement,2,,1,115.0,115.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220000.0,Appartement,2,1,1,105.0,105.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160000.0,Appartement,2,1,1,110.0,110.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180000.0,Appartement,2,1,1,270.0,270.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210000.0,Appartement,2,1,3,100.0,0.0,,Sahloul,Sousse,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
320000.0,Appartement,1,1,1,106.0,106.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310000.0,Appartement,3,1,,110.0,110.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180000.0,Appartement,1,1,1,82.0,82.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255000.0,Appartement,2,1,1,90.0,90.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110000.0,Appartement,1,1,1,45.0,45.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150000.0,Appartement,1,1,1,100.0,100.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280000.0,Appartement,,,,120.0,120.0,,La Marsa,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330000.0,Appartement,4,2,6,200.0,0.0,,Sousse Jawhara,Sousse,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
320000.0,Appartement,1,1,1,110.0,110.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140000.0,Appartement,1,1,1,60.0,60.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600000.0,Appartement,2,1,1,70.0,70.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170000.0,Appartement,,,,120.0,120.0,,La Marsa,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195000.0,Appartement,1,1,1,62.0,62.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225000.0,Appartement,1,1,1,87.0,87.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75000.0,Appartement,2,,,70.0,70.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190000.0,Appartement,3,,,125.0,125.0,2020.0,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800.0,Appartement,,,,120.0,1500.0,2019.0,Jendouba Nord,Jendouba,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
110000.0,Appartement,1,1,1,45.0,45.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125000.0,Appartement,2,1,1,95.0,95.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600.0,Appartement,,,,150.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000.0,Appartement,1,1,1,106.0,106.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85000.0,Appartement,2,,3,55.0,0.0,,Ezzouhour,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150000.0,Appartement,1,1,2,50.0,0.0,2019.0,Mrezga,Nabeul,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
270000.0,Appartement,,,,160.0,0.0,,Jardins D'el Menzah,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000.0,Appartement,2,1,1,120.0,120.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220000.0,Appartement,2,1,1,105.0,105.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230000.0,Appartement,2,1,,80.0,80.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700000.0,Appartement,1,,1,145.0,145.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145000.0,Appartement,,,,0.0,0.0,,Mrezga,Nabeul,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1
183.0,Appartement,4,1,,100.0,0.0,,Centre Ville - Lafayette,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1250.0,Appartement,3,1,4,150.0,0.0,,La Marsa,Tunis,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
256500.0,Appartement,3,2,5,135.0,0.0,2021.0,Ezzahra,Ben Arous,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380.0,Appartement,3,1,3,254.0,254.0,,La Marsa,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249000.0,Appartement,4,2,5,112.0,150.0,2006.0,Raoued,Ariana,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
400000.0,Appartement,3,1,4,132.0,0.0,,Sousse Médina,Sousse,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0
195000.0,Appartement,,,,77.0,77.0,,La Soukra,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400000.0,Appartement,3,1,4,132.0,0.0,,Sousse Médina,Sousse,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0
150000.0,Appartement,1,1,,50.0,50.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150000.0,Appartement,1,1,1,56.0,56.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440.0,Appartement,3,3,4,152.0,70.0,2015.0,La Soukra,Ariana,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
320000.0,Appartement,2,2,3,115.0,0.0,2013.0,Hammam Sousse,Sousse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132000.0,Appartement,1,1,,61.0,61.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000.0,Appartement,2,1,,100.0,100.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230000.0,Appartement,2,1,,80.0,80.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185000.0,Appartement,2,1,,75.0,75.0,,Nabeul,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130000.0,Appartement,3,1,3,75.0,75.0,,Medina Jedida,Ben Arous,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180000.0,Appartement,,,,0.0,0.0,,Kélibia,Nabeul,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
150000.0,Appartement,1,1,1,56.0,56.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190000.0,Appartement,2,1,,0.0,0.0,,Hammamet,Nabeul,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
195000.0,Appartement,2,1,1,80.0,80.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140000.0,Appartement,1,1,2,50.0,50.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220000.0,Appartement,1,1,1,62.0,62.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319000.0,Appartement,2,2,4,120.0,120.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
850000.0,Appartement,,,,180.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115.0,Appartement,2,1,3,108.0,108.0,2021.0,Kélibia,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110000.0,Appartement,1,1,1,45.0,45.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240000.0,Appartement,,,,0.0,0.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260000.0,Appartement,2,1,3,85.0,85.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190000.0,Appartement,3,1,1,125.0,125.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165000.0,Appartement,1,1,1,51.0,51.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1.0,Appartement,8,3,10+,475.0,475.0,,Sousse Médina,Sousse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
145000.0,Appartement,1,1,1,66.0,66.0,,Nabeul,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450000.0,Appartement,2,1,1,120.0,120.0,,Dar Ch'abane El Fehri,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000.0,Appartement,2,1,2,80.0,80.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190000.0,Appartement,2,1,5,0.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.0,Appartement,2,1,3,102.0,129.0,,Ariana Ville,Ariana,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
675000.0,Appartement,4,2,2,214.0,214.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230000.0,Appartement,1,1,1,55.0,55.0,,Dar Ch'abane El Fehri,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
180000.0,Appartement,1,1,1,82.0,82.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210000.0,Appartement,1,1,1,143.0,143.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560000.0,Appartement,3,,1,180.0,180.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000.0,Appartement,1,1,1,106.0,106.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145000.0,Appartement,1,1,1,66.0,66.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185000.0,Appartement,2,1,1,75.0,75.0,,Mrezga,Nabeul,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
150000.0,Appartement,1,1,1,50.0,50.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260000.0,Appartement,2,1,1,87.0,87.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145000.0,Appartement,2,1,1,75.0,75.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75000.0,Appartement,2,1,,70.0,70.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260000.0,Appartement,2,1,,105.0,105.0,,Le Bardo,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210000.0,Appartement,1,1,1,70.0,70.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165000.0,Appartement,2,1,1,80.0,80.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193000.0,Appartement,1,1,1,65.0,65.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450000.0,Appartement,2,1,1,120.0,120.0,,Nabeul,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530000.0,Appartement,2,1,1,200.0,200.0,,Nabeul,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145000.0,Appartement,1,1,2,79.0,79.0,,L'aouina,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280000.0,Appartement,2,1,1,93.0,93.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140000.0,Appartement,1,1,1,60.0,60.0,,Mrezga,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180000.0,Appartement,2,1,,133.0,133.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265000.0,Appartement,3,1,1,115.0,115.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165000.0,Appartement,1,1,1,51.0,51.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82000.0,Appartement,2,1,6,90.0,0.0,,Medina Jedida,Ben Arous,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
280000.0,Appartement,2,1,1,87.0,87.0,,Hammamet Nord,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000.0,Appartement,1,1,1,106.0,106.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160000.0,Appartement,1,1,1,124.0,124.0,,Hammamet Sud,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145000.0,Appartement,2,1,1,75.0,75.0,,Hammamet Centre,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247000.0,Appartement,2,,3,121.0,0.0,,Sahloul,Sousse,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
128000.0,Appartement,2,1,3,99.0,0.0,,Sousse Riadh,Sousse,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
580000.0,Appartement,3,2,6,110.0,110.0,2021.0,Kélibia,Nabeul,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
160000.0,Appartement,2,1,1,110.0,110.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
270000.0,Appartement,3,1,3,12.0,110.0,2005.0,La Marsa,Tunis,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
260000.0,Appartement,,,,0.0,0.0,,Denden,Manouba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750000.0,Appartement,3,1,1,200.0,200.0,2019.0,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560000.0,Appartement,3,1,4,180.0,0.0,,Hammamet,Nabeul,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0
110000.0,Appartement,1,1,2,45.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325000.0,Appartement,3,2,6,110.0,147.0,2107.0,Kala't El Andalous,Ariana,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0
550000000.0,Appartement,3,2,,149.0,0.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350000000.0,Appartement,,2,,150.0,0.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250000000.0,Appartement,3,1,,100.0,0.0,,Ennasr,Ariana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210000.0,Appartement,,,,100.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160000.0,Appartement,1,1,2,0.0,53.0,2019.0,Hammamet,Nabeul,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
220000.0,Appartement,,,,0.0,0.0,,Hammam Sousse,Sousse,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
150000.0,Appartement,1,1,2,50.0,0.0,,Hammamet,Nabeul,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
160000.0,Appartement,2,1,3,0.0,110.0,,Hammamet,Nabeul,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
280.0,Appartement,3,2,1,106.0,0.0,2018.0,Dar Ch'abane El Fehri,Nabeul,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165000.0,Appartement,3,1,4,118.0,0.0,,El Mourouj,Ben Arous,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
160000.0,Appartement,,,,80.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275000.0,Appartement,,,,124.0,0.0,,Hammamet,Nabeul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74900.0,Appartement,3,1,3,76.0,76.0,,Le Bardo,Tunis,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
260000.0,Appartement,2,1,2,87.0,0.0,,Hammamet Nord,Nabeul,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
220000.0,Appartement,1,1,2,62.0,0.0,,Hammamet,Nabeul,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
170000.0,Appartement,1,1,2,73.0,0.0,,Hammamet,Nabeul,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
185000.0,Appartement,2,1,3,75.0,0.0,2018.0,Hammamet,Nabeul,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
110000.0,Appartement,2,1,,110.0,0.0,2016.0,Hammamet,Nabeul,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
286.0,Appartement,1,1,2,61.0,0.0,2020.0,Aïn Zaghouan,Tunis,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0
440700.0,Appartement,,,,0.0,0.0,,Carthage,Tunis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280.0,Appartement,3,1,5,130.0,130.0,2018.0,Bizerte Sud,Bizerte,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
162500.0,Appartement,2,1,3,111.0,0.0,2019.0,Hammam Chott,Ben Arous,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
